,cluster_no,sentences
992,0,mark evelyn heath hm minister holy see
993,0,thomas russell governor cayman islands
994,0,kenneth bertram adam scott minister deputy permanent representative united kingdom delegation nato brussels
995,0,arthur hope wyatt counsellor commercial hm embassy tehran
996,0,the most noble ann fortune duchess grafton
997,0,vice admiral sir peter william beckwith ashmore
998,0,arthur james robert collins
999,0,the honourable john francis harcourt baring
1000,0,lieutenant commander arthur john arundell holdsworth royal navy
1001,0,commander george john manson royal canadian navy ret
1002,0,captain jeremy john mainwaring burton irish guards
1003,0,lieutenant colonel joseph brian mylchreest
1004,0,squadron leader geoffrey hector williams royal air force
1005,0,chief yeoman warder leslie varley
1006,0,chief marine engineering mechanic electrical francis william kirby m j
1007,0,yeoman bed goer alfred warren queen bodyguard yeomen guard
1008,0,vice admiral peter william buchanan
1009,0,captain robin john pashley heath
1010,0,captain stanley george morgan
1011,0,brigadier john lyon chapple late nd king edward vii own gurkha rifles the sirmoor rifles
1012,0,colonel peter edmond late royal army medical corps territorial army
1013,0,brigadier john nicholas ghika late irish guards
1014,0,brigadier john hartley learmont late royal regiment artillery
1015,0,colonel laurence anthony wallis new late royal tank regiment
1016,0,air commodore john lawson field
1017,0,duncan hubert david alexander
1018,0,william alexander allen senior partner bickerdike allen partners
1019,0,john russell anderson professor pathology university glasgow
1020,0,thomas robert barron member british railways board
1021,0,donald angus philip barry chairman parole board scotland
1022,0,william edwin bell regional co ordinator middle east shell international petroleum co ltd
1023,0,norman alexander best leader southampton city council
1024,0,eric latham beverley group commercial director british aerospace dynamics group
1025,0,john henry burgoyne lately chairman committee enquiry offshore safety
1026,0,leslie thompson carnegie chief executive dumfries galloway regional council
1027,0,anthony arthur leonard challis director polymer engineering directorate science research council
1028,0,george frederick chambers lately chief engineer department environment northern ireland
1029,0,edward frank choppen chairman petroleum industry training board
1030,0,maurice clark assistant chief valuer board inland revenue
1031,0,peter leslie crill deputy bailiff jersey
1032,0,spencer crookenden chairman k shoes ltd
1033,0,bernard crossland professor mechanical engineering queen university belfast
1034,0,james patton davidson chairman clyde port authority
1035,0,robert william simpson easton chairman chief executive yarrow shipbuilders ltd
1036,0,albert ernest evetts group manufacturing director lucas industries ltd
1037,0,james dennis compton faulkner chairman northern ireland development agency
1038,0,george godwin president martonair international ltd
1039,0,alec green assistant secretary department national savings
1040,0,stanley frank heather comptroller city solicitor corporation london
1041,0,gordon frederick hendry assistant secretary scottish office
1042,0,janie gardner morris heppell chairman northumberland area health authority
1043,0,cecil herbert william hodges assistant secretary hm treasury
1044,0,alastair stuart laing deputy director general commonwealth war graves commission
1045,0,professor dennis samuel lees chairman national insurance advisory committee
1046,0,james walker love deputy chairman meat livestock commission
1047,0,lilian louise lowne assistant secretary department industry
1048,0,murdo donald macleod lately assistant controller home office
1049,0,peter lewis martin partner oscar faber partnership
1050,0,professor charles william noel miles chairman agricultural wages board england wales
1051,0,the very reverend william fenton morley chairman church england pensions board
1052,0,john farbon moultrie leader havering london borough council
1053,0,frank herbert muir writer broadcaster
1054,0,denis norden writer broadcaster
1055,0,margaret christina vera parfitt chairman social services association metropolitan authorities
1056,0,derek hair pringle president edinburgh chamber commerce manufactures
1057,0,eirlys margaret rees president royal college nursing
1058,0,frederick william rimmer gardiner professor music university glasgow
